Date,Name,Tweets,Open_SPCE,High_SPCE,Low_SPCE,Close_SPCE,Volume_SPCE,Open_VAH,High_VAH,Low_VAH,Close_VAH,Volume_VAH,Open_VA,High_VA,Low_VA,Close_VA,Volume_VA
2019-12-11,Richard Branson,"I’m often asked how I find the drive to continue starting new entrepreneurial ventures, after more than five decade… https://t.co/5NYxm30Mq0",9.21,9.42,9.05,9.34,4980000.0,0.155,0.155,0.15,0.15,205420,,,,,
2019-12-10,Richard Branson,"From cabin crew to working on @VirginAtlantic’s uniforms, it’s great to have Karen Sparrow back in the… https://t.co/yOqOzRk0NW",8.8,9.7,8.8,8.97,11530000.0,0.15,0.152,0.15,0.15,315150,,,,,
2019-12-10,Richard Branson,"“As the warming ocean loses oxygen, the delicate balance of marine life is thrown into disarray” - a new report fro… https://t.co/6cF1vvXiJb",8.8,9.7,8.8,8.97,11530000.0,0.15,0.152,0.15,0.15,315150,,,,,
2019-12-10,Richard Branson,@mimxlb @VirginAtlantic Great to see Mim. Well done @VirginAtlantic,8.8,9.7,8.8,8.97,11530000.0,0.15,0.152,0.15,0.15,315150,,,,,
2019-12-10,Richard Branson,@mdeuk @VirginTrains @AvantiWestCoast Thanks for the kind words and support.,8.8,9.7,8.8,8.97,11530000.0,0.15,0.152,0.15,0.15,315150,,,,,
2019-12-10,Richard Branson,@OECD Thanks for involving me in the conversation,8.8,9.7,8.8,8.97,11530000.0,0.15,0.152,0.15,0.15,315150,,,,,
2019-12-10,Richard Branson,@J70JDV @VirginTrains Thanks for being such an important part of the journey. #VirginFamily,8.8,9.7,8.8,8.97,11530000.0,0.15,0.152,0.15,0.15,315150,,,,,
2019-12-10,Richard Branson,Some of the young leaders standing up for human rights who inspire me: https://t.co/YUiyMKEnB7 #HumanRightsDay https://t.co/Wj4LIK2qSI,8.8,9.7,8.8,8.97,11530000.0,0.15,0.152,0.15,0.15,315150,,,,,
2019-12-10,Richard Branson,"@AndoBen Hi Ben, look for someone you can trust, who shares your vision and brings a different skillset to your own. All the best",8.8,9.7,8.8,8.97,11530000.0,0.15,0.152,0.15,0.15,315150,,,,,
2019-12-10,Richard Branson,@KingLiol Glad you’re enjoying the book. Hopefully my social media posts and blog will help with your pursuits,8.8,9.7,8.8,8.97,11530000.0,0.15,0.152,0.15,0.15,315150,,,,,
2019-12-10,Richard Branson,Incredible stories of change from some of the world’s young human rights defenders: https://t.co/YUiyMKEnB7… https://t.co/FRC7baa0Na,8.8,9.7,8.8,8.97,11530000.0,0.15,0.152,0.15,0.15,315150,,,,,
2019-12-10,Richard Branson,"Jaha, Abdalaziz, Victor and so many others give me hope that young people will be leading the change the world need… https://t.co/8OilMHf4E7",8.8,9.7,8.8,8.97,11530000.0,0.15,0.152,0.15,0.15,315150,,,,,
2019-12-09,Richard Branson,So pleased to see @sidesofahorn – a short film I was proud to executive produce on the global rhino poaching crisis… https://t.co/YoJeQaiiFl,7.87,8.75,7.85,8.42,9740000.0,0.15,0.152,0.15,0.15,1380000,,,,,
2019-12-09,Richard Branson,"Essie North, CEO of @bigchange_ shares her thoughts on how education needs to change:https://t.co/sXxpGAiFbQ https://t.co/DZIhGbQ429",7.87,8.75,7.85,8.42,9740000.0,0.15,0.152,0.15,0.15,1380000,,,,,
2019-12-09,Richard Branson,"What a year for the Necker Cup – hall of fame tennis legends, current stars, and a wonderful group of amateurs play… https://t.co/HKmc46bi3G",7.87,8.75,7.85,8.42,9740000.0,0.15,0.152,0.15,0.15,1380000,,,,,
2019-12-09,Richard Branson,Fun taking on my son Sam at the Necker Cup – complete with matching Bjorn Borg outfits - with some amazing kids fro… https://t.co/d1W3bq1WjJ,7.87,8.75,7.85,8.42,9740000.0,0.15,0.152,0.15,0.15,1380000,,,,,
2019-12-09,Richard Branson,Congratulations to this year’s Necker Cup finalists Tommy Haas Len Pagon – and winners Jack Sock and Michael Koslos… https://t.co/T5XsvBO6h9,7.87,8.75,7.85,8.42,9740000.0,0.15,0.152,0.15,0.15,1380000,,,,,
2019-12-06,Richard Branson,"@BillWeirCNN Sofa, so good",7.34,7.34,7.22,7.26,854480.0,0.15,0.155,0.15,0.155,94140,,,,,
2019-12-06,Richard Branson,Meeting the 2019 @Virgin stars of the year https://t.co/dySqSEJYcv #VirginFamily https://t.co/mHd4kar3aV,7.34,7.34,7.22,7.26,854480.0,0.15,0.155,0.15,0.155,94140,,,,,
2019-12-06,Richard Branson,Great to catch up with Mal and dozens of other people from all across the #VirginFamily at the 2019 @Virgin Stars A… https://t.co/jxnAOkGsGc,7.34,7.34,7.22,7.26,854480.0,0.15,0.155,0.15,0.155,94140,,,,,
2019-12-06,Richard Branson,"I love how @VirginVoyages is so much more than a cruise, it’s a journey. This is exactly what @Virgin is all about https://t.co/G2SvV20R94",7.34,7.34,7.22,7.26,854480.0,0.15,0.155,0.15,0.155,94140,,,,,
2019-12-06,Richard Branson,Such a fun night at the 2019 @Virgin Stars of the Year awards with @HollyBranson and @SamBranson in London. Great t… https://t.co/McQlZrz854,7.34,7.34,7.22,7.26,854480.0,0.15,0.155,0.15,0.155,94140,,,,,
2019-12-06,Richard Branson,My thoughts on @MemphisMeats who are innovating and creating real meat grown directly from animal cells without the… https://t.co/E8zuag44XI,7.34,7.34,7.22,7.26,854480.0,0.15,0.155,0.15,0.155,94140,,,,,
2019-12-06,Richard Branson,How to spend a day onboard @VirginVoyages Scarlet Lady – getting excited for 2020: https://t.co/QPltychoXu… https://t.co/ARYiCiohnX,7.34,7.34,7.22,7.26,854480.0,0.15,0.155,0.15,0.155,94140,,,,,
2019-12-05,Richard Branson,@virgingalactic @Virgin @VirginAtlantic @UnderArmour Thanks for being such a wonderful part of the #VirginFamily Karen,7.3,7.48,7.21,7.22,1140000.0,,,,,,,,,,
2019-12-05,Richard Branson,@SimonJDent @sportsleepcoach @simonsinek @TrentShelton @richroll @Lord_Sugar @davidgoggins @LewisHowes… https://t.co/PmzdzrGIz2,7.3,7.48,7.21,7.22,1140000.0,,,,,,,,,,
2019-12-05,Richard Branson,"After working on creating the @VirginAtlantic uniforms back in 1995, it seemed only fitting (pardon the pun) to get… https://t.co/xZewznfXnY",7.3,7.48,7.21,7.22,1140000.0,,,,,,,,,,
2019-12-05,Richard Branson,Getting ready for the @NeckerCup https://t.co/EIGeCwesrf,7.3,7.48,7.21,7.22,1140000.0,,,,,,,,,,
2019-12-05,Richard Branson,"Loved recounting some wonderful memories with Karen Sparrow, who has been part of the #VirginFamily for more than t… https://t.co/ubzHxyDbG6",7.3,7.48,7.21,7.22,1140000.0,,,,,,,,,,
2019-12-05,Richard Branson,From the skies to the stars – it was wonderful to catch up with Karen Sparrow who joined @VirginAtlantic over 30 ye… https://t.co/Kp0ydS7vRx,7.3,7.48,7.21,7.22,1140000.0,,,,,,,,,,
2019-12-05,Richard Branson,Five tips on starting a business and why now is a good time to give it a go: https://t.co/1THSZ5EZyS @VirginStartUp https://t.co/O1OUO0YAjX,7.3,7.48,7.21,7.22,1140000.0,,,,,,,,,,
2019-12-05,Richard Branson,It was a pleasure to join the @OneYoungWorld Summit this year. Here’s a look at what we discussed with the next gen… https://t.co/IHPI61w4Uj,7.3,7.48,7.21,7.22,1140000.0,,,,,,,,,,
2019-12-04,Richard Branson,Lovely to see 11-year-old Abraham taking notes at a recent talk – and what a great blazer! https://t.co/VnKGTp4lxs https://t.co/XckcnYRGPB,7.52,7.54,7.2,7.22,1230000.0,0.155,0.155,0.152,0.155,72500,,,,,
2019-12-04,Richard Branson,@bigchange_ @WholeEducation @Innovation_Unit @ASCL_UK @RECLAIMproject @CharteredColl @tes @SchoolsWeek… https://t.co/r4gzz7pkv6,7.52,7.54,7.2,7.22,1230000.0,0.155,0.155,0.152,0.155,72500,,,,,
2019-12-04,Richard Branson,.@TheElders on why the multilateral system is crucial for global peace and security: https://t.co/ybgenRVl9v… https://t.co/2f0dFq4XeX,7.52,7.54,7.2,7.22,1230000.0,0.155,0.155,0.152,0.155,72500,,,,,
2019-12-04,Richard Branson,It was great to share my thoughts on why we need to reimagine education and set kids up to thrive in life at the OE… https://t.co/Iqq2INK9gY,7.52,7.54,7.2,7.22,1230000.0,0.155,0.155,0.152,0.155,72500,,,,,
2019-12-04,Richard Branson,@Virgin_Orbit @PopSci Exciting to hear – congratulations. #VirginFamily,7.52,7.54,7.2,7.22,1230000.0,0.155,0.155,0.152,0.155,72500,,,,,
2019-12-04,Richard Branson,Why I decided to pack my bags as a teenager and explore what I called the university of life:… https://t.co/NcyulIEfwn,7.52,7.54,7.2,7.22,1230000.0,0.155,0.155,0.152,0.155,72500,,,,,
2019-12-04,Richard Branson,@TFletcher @OECDEduSkills @bigchange_ @NYUAbuDhabi @gbceducation @Learning_Goals @SchleicherOECD @hekiaparata… https://t.co/MJwZ5Ncp5N,7.52,7.54,7.2,7.22,1230000.0,0.155,0.155,0.152,0.155,72500,,,,,
2019-12-04,Richard Branson,"To me, the best education is the one that helps us find and grow our talents in a way that fills us with joy. That’… https://t.co/vNbGj4VSC1",7.52,7.54,7.2,7.22,1230000.0,0.155,0.155,0.152,0.155,72500,,,,,
2019-12-04,Richard Branson,"@TFletcher @OECDEduSkills @bigchange_ @Learning_Goals Always good to see things from different angles, Tom…",7.52,7.54,7.2,7.22,1230000.0,0.155,0.155,0.152,0.155,72500,,,,,
2019-12-03,Richard Branson,"Why we need to test kids around the world on empathy, creativity and resilience – an interesting look at the 2018… https://t.co/ZZJz6rijNH",7.41,7.5,7.29,7.46,1180000.0,0.155,0.155,0.15,0.155,167920,,,,,
2019-12-03,Richard Branson,"RT @ST_FastTrack: Don’t miss @RichardBranson’s article on Britain’s entrepreneurial talent, published in yesterday’s @ST_Business @VirginAt…",7.41,7.5,7.29,7.46,1180000.0,0.155,0.155,0.15,0.155,167920,,,,,
2019-12-03,Richard Branson,"Entrepreneurs are the ones driving innovation, chasing improvements and challenging the norm. There are so many ins… https://t.co/XGJcyhqKyo",7.41,7.5,7.29,7.46,1180000.0,0.155,0.155,0.15,0.155,167920,,,,,
2019-12-03,Richard Branson,Many of the companies on the @ST_FastTrack list are founded by serial entrepreneurs who have previously set up succ… https://t.co/puGXU5t8Eq,7.41,7.5,7.29,7.46,1180000.0,0.155,0.155,0.15,0.155,167920,,,,,
2019-12-03,Richard Branson,Seeing the entrepreneurial talent on the Sunday Times Fast Track league table is inspiring https://t.co/XcPFy0o3sJ @ST_FastTrack,7.41,7.5,7.29,7.46,1180000.0,0.155,0.155,0.15,0.155,167920,,,,,
2019-12-03,Richard Branson,"2020 could be the biggest year yet for marine protection yet, but only if critical, bold decisions are made.… https://t.co/39cNPXAlPO",7.41,7.5,7.29,7.46,1180000.0,0.155,0.155,0.15,0.155,167920,,,,,
2019-12-02,Richard Branson,"Five ways to encourage wellbeing in the workplace according to @HollyBranson, @VirginAustralia and @VirginVoyages:… https://t.co/yl2Y3FxB7E",7.33,7.52,7.14,7.44,1340000.0,0.155,0.155,0.15,0.15,244550,,,,,
2019-12-02,Richard Branson,My letter I’ve sent to our delightful teams @VirginAtlantic and @VirginHolidays - read over on my blog:… https://t.co/3O7EYX5ftt,7.33,7.52,7.14,7.44,1340000.0,0.155,0.155,0.15,0.15,244550,,,,,
2019-12-02,Richard Branson,The skills that will be in high demand in the future: https://t.co/wk2f9O5HfK #MondayMotivation https://t.co/UdxqfkFswS,7.33,7.52,7.14,7.44,1340000.0,0.155,0.155,0.15,0.15,244550,,,,,
2019-11-29,Richard Branson,My thoughts on how business can offer ex-offenders a better chance https://t.co/rzg4mYsHWy https://t.co/Yy5ykpvio8,7.48,7.48,7.18,7.25,776740.0,0.155,0.155,0.15,0.155,130160,,,,,
2019-11-29,Richard Branson,Useful things we can all do to ensure our workplaces are supporting employees with autism: https://t.co/eLPxLZ4GvM… https://t.co/Wq6VbBk3Ap,7.48,7.48,7.18,7.25,776740.0,0.155,0.155,0.15,0.155,130160,,,,,
2019-11-29,Richard Branson,"Fantastic to hear how @censuslife have taken 7,000 people through their in-custody customer service training progra… https://t.co/BjJXZg3NS9",7.48,7.48,7.18,7.25,776740.0,0.155,0.155,0.15,0.155,130160,,,,,
2019-11-28,Richard Branson,The financial benefits of LGBT+ inclusion in the workplace: https://t.co/eD78qvgavt @OFB_LGBT https://t.co/S8v8C4SGjo,,,,,,0.15,0.155,0.15,0.152,144180,,,,,
2019-11-28,Richard Branson,Everything possible today was impossible first https://t.co/E8E5nBVIVg @NotImpossible @MickEbeling @VirginUnite https://t.co/nE1hFbYwiE,,,,,,0.15,0.155,0.15,0.152,144180,,,,,
2019-11-28,Richard Branson,"An interesting look at how businesses can foster resilience in their people, avoid burnout and help them bounce bac… https://t.co/y4qUxJrkWt",,,,,,0.15,0.155,0.15,0.152,144180,,,,,
2019-11-28,Richard Branson,Step inside @VirginGalactic’s Gateway to Space with a tour from Design Director Jeremy Brown. The point of departur… https://t.co/TWxP9AmJEC,,,,,,0.15,0.155,0.15,0.152,144180,,,,,
2019-11-28,Richard Branson,"RT @Virgin_Orbit: For a long time, we've treated space a lot like our oceans — as though it's a giant rubbish bin that never fills up. We a…",,,,,,0.15,0.155,0.15,0.152,144180,,,,,
2019-11-28,Richard Branson,Fascinating hearing from @NotImpossible’s @MickEbeling on how everything that is impossible today is on the traject… https://t.co/LjEFBNCgSO,,,,,,0.15,0.155,0.15,0.152,144180,,,,,
2019-11-28,Richard Branson,A great example of why entrepreneurs are natural optimists: https://t.co/E8E5nBVIVg https://t.co/WfmcL743PB,,,,,,0.15,0.155,0.15,0.152,144180,,,,,
2019-11-27,Richard Branson,"When it comes to transforming education, big change is happening. @HollyBranson shares more:… https://t.co/FkecqTkKxB",7.25,7.47,7.07,7.32,1540000.0,0.155,0.155,0.15,0.152,360150,,,,,
2019-11-27,Richard Branson,@every_station @VirginTrains Thanks for sharing the memories,7.25,7.47,7.07,7.32,1540000.0,0.155,0.155,0.15,0.152,360150,,,,,
2019-11-27,Richard Branson,"While data and analytics present us with many opportunities to take calculated risks, increase efficiency and guide… https://t.co/ZBVnXiiYvV",7.25,7.47,7.07,7.32,1540000.0,0.155,0.155,0.15,0.152,360150,,,,,
2019-11-27,Richard Branson,The skills that will be in high demand in the future: https://t.co/wk2f9O5HfK https://t.co/dVmLQbALZ2,7.25,7.47,7.07,7.32,1540000.0,0.155,0.155,0.15,0.152,360150,,,,,
2019-11-27,Richard Branson,Some things can’t be measured in an infographic – here’s why it’s important to use your instinct in a world of anal… https://t.co/eRERk9H1sn,7.25,7.47,7.07,7.32,1540000.0,0.155,0.155,0.15,0.152,360150,,,,,
2019-11-27,Richard Branson,Virgin Galactic is getting its Future Astronaut’s ready for space https://t.co/qtnlea3OIK https://t.co/8h3wUU16S5,7.25,7.47,7.07,7.32,1540000.0,0.155,0.155,0.15,0.152,360150,,,,,
2019-11-27,Richard Branson,“The social stigma that mires the conversation around men’s mental health applies to brands and corporations as wel… https://t.co/hYIhqP19P3,7.25,7.47,7.07,7.32,1540000.0,0.155,0.155,0.15,0.152,360150,,,,,
2019-11-26,Richard Branson,"Great to sit down with Tim Berners-Lee, the inventor of the World Wide Web, and chat about the direction the intern… https://t.co/dNDJkTV8Si",7.19,7.51,7.16,7.26,1860000.0,0.155,0.155,0.15,0.15,56420,,,,,
2019-11-26,Richard Branson,@VirginTrains @ChangePlease A brilliant initiative. Well done @VirginTrains and @ChangePlease,7.19,7.51,7.16,7.26,1860000.0,0.155,0.155,0.15,0.15,56420,,,,,
2019-11-26,Richard Branson,"The healthier the ocean, the higher the diversity of species, which in turn gives back to all of us. @OceanUnite is… https://t.co/v500K2hu5o",7.19,7.51,7.16,7.26,1860000.0,0.155,0.155,0.15,0.15,56420,,,,,
2019-11-26,Richard Branson,The business of being a parent (and grand-dude) https://t.co/2t0dqupkOw https://t.co/aX0Pv5dZ4n,7.19,7.51,7.16,7.26,1860000.0,0.155,0.155,0.15,0.15,56420,,,,,
2019-11-26,Richard Branson,@robmtaub @VirginAtlantic Thanks for the kind words Rob - have a wonderful trip,7.19,7.51,7.16,7.26,1860000.0,0.155,0.155,0.15,0.15,56420,,,,,
2019-11-26,Richard Branson,@VirginVoyages Wonderful news,7.19,7.51,7.16,7.26,1860000.0,0.155,0.155,0.15,0.15,56420,,,,,
2019-11-26,Richard Branson,My thoughts on chatting with Tim Berners-Lee and why we need a contract for the internet: https://t.co/1TJ2Gd5QDK https://t.co/g5OwgTT48l,7.19,7.51,7.16,7.26,1860000.0,0.155,0.155,0.15,0.15,56420,,,,,
2019-11-26,Richard Branson,The World Wide Web Foundation has launched the Contract for the Web to “make our online world safe and empowering f… https://t.co/vdq0Y1WRTp,7.19,7.51,7.16,7.26,1860000.0,0.155,0.155,0.15,0.15,56420,,,,,
2019-11-25,Richard Branson,"Take a page out of 11-year-old Abraham’s book, and make hand-written notes https://t.co/VnKGTp4lxs https://t.co/MpmzsHJd4N",7.68,7.72,6.9,7.22,5860000.0,0.155,0.155,0.15,0.155,317720,,,,,
2019-11-25,Richard Branson,What is the most important practical skill if you want to become a successful entrepreneur? The first one that come… https://t.co/fcTgWkGLlZ,7.68,7.72,6.9,7.22,5860000.0,0.155,0.155,0.15,0.155,317720,,,,,
2019-11-25,Richard Branson,"Spotted 11-year-old Abraham taking hand-written notes at my talk, and got chance to meet him afterwards to find out… https://t.co/b79WCwTqkT",7.68,7.72,6.9,7.22,5860000.0,0.155,0.155,0.15,0.155,317720,,,,,
2019-11-22,Richard Branson,@EnvisionVirgin Congratulations!,8.53,8.62,7.26,7.6,6650000.0,0.155,0.155,0.152,0.155,539870,,,,,
2019-11-22,Richard Branson,Exercise is at it’s best when you aren’t even thinking of it as exercise – it’s simply going about your day and hav… https://t.co/MqoXrdLjRQ,8.53,8.62,7.26,7.6,6650000.0,0.155,0.155,0.152,0.155,539870,,,,,
2019-11-22,Richard Branson,Lovely visit to @VirginMoneyAU and meet the team. Great to see their focus on disruption and customer experience https://t.co/E8ByxzKfMo,8.53,8.62,7.26,7.6,6650000.0,0.155,0.155,0.152,0.155,539870,,,,,
2019-11-22,Richard Branson,Really enjoyed Reformer Pilates on Bondi Beach &amp; great to celebrate the opening of @VirginActiveOz’s new Bondi Junc… https://t.co/nWS5f64SOs,8.53,8.62,7.26,7.6,6650000.0,0.155,0.155,0.152,0.155,539870,,,,,
2019-11-21,Richard Branson,An interesting look at the role business has played in the fight for LGBT+ equality over the past 40 years. Encoura… https://t.co/XJ9cVRkUhH,9.3,9.34,8.3,8.43,3420000.0,0.155,0.155,0.15,0.155,35660,,,,,
2019-11-21,Richard Branson,We really have had the time of our lives serving our customers and we want to leave as we entered: by celebrating o… https://t.co/rgrGo8EgFv,9.3,9.34,8.3,8.43,3420000.0,0.155,0.155,0.15,0.155,35660,,,,,
2019-11-21,Richard Branson,.@VirginTrains’ wonderful people are the heart of our business and the stars of this video – thank you for everythi… https://t.co/yZs3oGXF7i,9.3,9.34,8.3,8.43,3420000.0,0.155,0.155,0.15,0.155,35660,,,,,
2019-11-21,Richard Branson,It’s time to celebrate all the incredible things the @VirginTrains team have achieved as we wave goodbye to the Wes… https://t.co/RiNjtvy0a9,9.3,9.34,8.3,8.43,3420000.0,0.155,0.155,0.15,0.155,35660,,,,,
2019-11-20,Richard Branson,"We had a lot of fun as we wandered around Scarlet Lady. Here’s a little teaser of yours truly, my family, Tom… https://t.co/yJyTsIniY5",9.4,9.48,8.98,9.1,1530000.0,0.15,0.155,0.15,0.152,158140,,,,,
2019-11-20,Richard Branson,Happy birthday to my wonderful daughter @HollyBranson Sending you all my love. https://t.co/nZwDUzki2U,9.4,9.48,8.98,9.1,1530000.0,0.15,0.155,0.15,0.152,158140,,,,,
2019-11-20,Richard Branson,"What a thrill to take a tour of @VirginVoyages new cruise ship, Scarlet Lady https://t.co/mElpLfpZ60 https://t.co/2afknh2E09",9.4,9.48,8.98,9.1,1530000.0,0.15,0.155,0.15,0.152,158140,,,,,
2019-11-20,Richard Branson,Today is Transgender Day of Remembrance. @virginmedia have shared five ways you can support trans people:… https://t.co/DGQu7O1gOo,9.4,9.48,8.98,9.1,1530000.0,0.15,0.155,0.15,0.152,158140,,,,,
2019-11-20,Richard Branson,"Wonderful to have my children @HollyBranson &amp; @SamBranson, and my wife Joan, by my side as we took a close look at… https://t.co/qgm0ty1xWf",9.4,9.48,8.98,9.1,1530000.0,0.15,0.155,0.15,0.152,158140,,,,,
2019-11-20,Richard Branson,@virginhotels @virginhotelsdal Looks great team,9.4,9.48,8.98,9.1,1530000.0,0.15,0.155,0.15,0.152,158140,,,,,
2019-11-20,Richard Branson,@VirginLimitedEd It really is remarkable to see...,9.4,9.48,8.98,9.1,1530000.0,0.15,0.155,0.15,0.152,158140,,,,,
2019-11-20,Richard Branson,“The inventor did not look for problems in need of solutions; he looked for solutions in need of modification.”… https://t.co/t6wQaEMaYw,9.4,9.48,8.98,9.1,1530000.0,0.15,0.155,0.15,0.152,158140,,,,,
2019-11-20,Richard Branson,We’re approaching a once in a generation opportunity for transformative change for the ocean  –  and we need to mak… https://t.co/Zf6sWV7xKR,9.4,9.48,8.98,9.1,1530000.0,0.15,0.155,0.15,0.152,158140,,,,,
2019-11-20,Richard Branson,"It’s been a lifelong dream to create a Virgin cruise company, but nothing I had imagined prepared me for seeing the… https://t.co/BYAJ4ahJma",9.4,9.48,8.98,9.1,1530000.0,0.15,0.155,0.15,0.152,158140,,,,,
2019-11-19,Richard Branson,@janine19888 That’s wonderful to hear Janine – I hope it was a great trip.,9.5,9.61,9.32,9.39,533140.0,0.155,0.155,0.15,0.155,1370000,,,,,
2019-11-19,Richard Branson,.@VirginHotels has been deliberately disturbing hotel norms since day one - and now they're inviting you to disturb… https://t.co/S57AWFUUQw,9.5,9.61,9.32,9.39,533140.0,0.155,0.155,0.15,0.155,1370000,,,,,
2019-11-19,Richard Branson,"Introducing @VirginVoyages second cruise ship, Valiant Lady https://t.co/YbbZxTkSAk https://t.co/tJZ7TkzrQ0",9.5,9.61,9.32,9.39,533140.0,0.155,0.155,0.15,0.155,1370000,,,,,
2019-11-19,Richard Branson,Great fun visiting @VirginActiveOz Bligh St to meet the wonderful team and join in with a few activities https://t.co/z0ZUMKFRFZ,9.5,9.61,9.32,9.39,533140.0,0.155,0.155,0.15,0.155,1370000,,,,,
2019-11-19,Richard Branson,"Rather than wanting to go to university, I told a potential business partner as a teenager: “Let’s get out there, l… https://t.co/8mjhB64p53",9.5,9.61,9.32,9.39,533140.0,0.155,0.155,0.15,0.155,1370000,,,,,
2019-11-19,Richard Branson,".@GylesB1 reckons I gave him the middle finger salute. Think he’s making it up, but next time I see you Gyles, I’ll… https://t.co/hK9F5Sx1eQ",9.5,9.61,9.32,9.39,533140.0,0.155,0.155,0.15,0.155,1370000,,,,,
2019-11-19,Richard Branson,Did @GylesB1 and I almost go into business together as teenagers? Fun trip down memory lane on Something Rhymes Wit… https://t.co/hgHGvcvx1K,9.5,9.61,9.32,9.39,533140.0,0.155,0.155,0.15,0.155,1370000,,,,,
2019-11-19,Richard Branson,"If you genuinely love and believe in what you do, others will take notice and share your enthusiasm… https://t.co/Cvsf5zqyV5",9.5,9.61,9.32,9.39,533140.0,0.155,0.155,0.15,0.155,1370000,,,,,
2019-11-19,Richard Branson,@BenjaminSmith02 @VirginAustralia @VirginVoyages Thanks Benjamin – it was a wonderful trip.,9.5,9.61,9.32,9.39,533140.0,0.155,0.155,0.15,0.155,1370000,,,,,
2019-11-19,Richard Branson,@Akarsh_Says Happy to hear that - thanks Akarsh.,9.5,9.61,9.32,9.39,533140.0,0.155,0.155,0.15,0.155,1370000,,,,,
2019-11-19,Richard Branson,@VirginStartUp @benkeene Great insights,9.5,9.61,9.32,9.39,533140.0,0.155,0.155,0.15,0.155,1370000,,,,,
2019-11-18,Richard Branson,"As a Dad of two and grand-dude of five, I’ve realised that starting a business is a lot like having a baby… https://t.co/G7SbgvuHWu",9.68,9.69,9.51,9.53,509250.0,0.155,0.155,0.15,0.15,1490000,,,,,
2019-11-18,Richard Branson,Wonderful to read about the positive relationship between fast-growing companies and their public support for #LGBT… https://t.co/uzjCV477R8,9.68,9.69,9.51,9.53,509250.0,0.155,0.155,0.15,0.15,1490000,,,,,
2019-11-18,Richard Branson,The business of being a parent (and grand-dude)  https://t.co/2t0dqupkOw https://t.co/5j6tTCbH75,9.68,9.69,9.51,9.53,509250.0,0.155,0.155,0.15,0.15,1490000,,,,,
2019-11-18,Richard Branson,"When @HollyBranson was born, we were living on a houseboat. Virgin Records was expanding and I worked from home wit… https://t.co/gcQkhYcmdh",9.68,9.69,9.51,9.53,509250.0,0.155,0.155,0.15,0.15,1490000,,,,,
2019-11-18,Richard Branson,"What a moving letter Nik, and how delightful that @VirginTrains have had such a positive impact upon your son. Than… https://t.co/7BWzeDxvtz",9.68,9.69,9.51,9.53,509250.0,0.155,0.155,0.15,0.15,1490000,,,,,
2019-11-15,Richard Branson,A cool idea whose time has come https://t.co/mDDUi6ywpO @CoolingPrize https://t.co/CFgEYPTfrh,9.7,9.7,9.47,9.68,897740.0,0.155,0.155,0.15,0.15,200680,,,,,
2019-11-15,Richard Branson,What if we could trigger a major technology change in how we cool our homes today? The @CoolingPrize has 8 finalist… https://t.co/k3QUzx68L3,9.7,9.7,9.47,9.68,897740.0,0.155,0.155,0.15,0.15,200680,,,,,
2019-11-15,Richard Branson,"Whenever we are faced with a challenge, we should always look for the opportunity. Many breakthrough innovations ha… https://t.co/eOCDQUkyyA",9.7,9.7,9.47,9.68,897740.0,0.155,0.155,0.15,0.15,200680,,,,,
2019-11-15,Richard Branson,"This week on #EarthUnscrewed we hear about @VirginAtlantic’s partner, @Lanzatech, and how they’re recycling carbon… https://t.co/pVSsscRM0l",9.7,9.7,9.47,9.68,897740.0,0.155,0.155,0.15,0.15,200680,,,,,
2019-11-14,Richard Branson,How to test your ideas and tackle challenges by turning them into opportunities: https://t.co/JCfsA3lP6t https://t.co/iMfhcDUvp3,9.7,9.77,9.51,9.66,810380.0,0.15,0.155,0.15,0.15,324880,,,,,
2019-11-14,Richard Branson,"In the last 10 years, 1.3 million fundraisers using @VMGiving have raised more than £800 million for good causes… https://t.co/kys7OTIRS7",9.7,9.77,9.51,9.66,810380.0,0.15,0.155,0.15,0.15,324880,,,,,
2019-11-13,Richard Branson,Launching one-stop-shop packages to travel with @VirginAustralia to Miami and board @VirginVoyages cruise ship… https://t.co/22oCS6nGaz,10.05,10.14,9.63,9.72,1490000.0,0.155,0.155,0.152,0.152,134160,,,,,
2019-11-13,Richard Branson,Dreaming of a day on deck on our new cruise line @VirginVoyages https://t.co/IaLlfMalWI https://t.co/lg2QTPs1Em,10.05,10.14,9.63,9.72,1490000.0,0.155,0.155,0.152,0.152,134160,,,,,
2019-11-13,Richard Branson,Touching to hear my mum’s ethos – to help young people so they can help others – being brought to life by Amina on… https://t.co/TqJrQ569rG,10.05,10.14,9.63,9.72,1490000.0,0.155,0.155,0.152,0.152,134160,,,,,
2019-11-13,Richard Branson,"I’ve got so many fond memories of Bondi, and it’s such a hub for active, positive people, so it’s the perfect place… https://t.co/CS1T6uYVmB",10.05,10.14,9.63,9.72,1490000.0,0.155,0.155,0.152,0.152,134160,,,,,
2019-11-13,Richard Branson,I have a new favourite class: great fun and excellent exercise joining @VirginActiveOz for Reformer Pilates on Bond… https://t.co/7IpTg6VWuh,10.05,10.14,9.63,9.72,1490000.0,0.155,0.155,0.152,0.152,134160,,,,,
2019-11-13,Richard Branson,"You’ve got to make an entrance on Bondi Beach. So to launch @VirginActiveOz's new Bondi Junction club, we arrived i… https://t.co/AgVDyeePWn",10.05,10.14,9.63,9.72,1490000.0,0.155,0.155,0.152,0.152,134160,,,,,
